Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-28 00:00:00-03:00,124308.0,124500.0,123298.0,123907.0,9070800,0.0,0.0
2024-06-27 00:00:00-03:00,122642.0,124308.0,122642.0,124308.0,8707300,0.0,0.0
2024-06-26 00:00:00-03:00,122331.0,122701.0,121402.0,122641.0,8178800,0.0,0.0
2024-06-25 00:00:00-03:00,122804.0,122849.0,121997.0,122331.0,6942900,0.0,0.0
2024-06-24 00:00:00-03:00,121343.0,122840.0,121307.0,122637.0,7836100,0.0,0.0
2024-06-21 00:00:00-03:00,120446.0,121580.0,120061.0,121341.0,12906900,0.0,0.0
2024-06-20 00:00:00-03:00,120267.0,121607.0,120156.0,120446.0,8659500,0.0,0.0
2024-06-19 00:00:00-03:00,119630.0,120383.0,118960.0,120261.0,5646300,0.0,0.0
2024-06-18 00:00:00-03:00,119138.0,120109.0,118872.0,119630.0,8100100,0.0,0.0
2024-06-17 00:00:00-03:00,119663.0,119663.0,118685.0,119138.0,7380600,0.0,0.0
2024-06-14 00:00:00-03:00,119558.0,120214.0,118828.0,119662.0,7847600,0.0,0.0
2024-06-13 00:00:00-03:00,119936.0,120222.0,119171.0,119568.0,8543000,0.0,0.0
2024-06-12 00:00:00-03:00,121644.0,122483.0,119544.0,119936.0,11278800,0.0,0.0
2024-06-11 00:00:00-03:00,120760.0,121759.0,120757.0,121635.0,7477000,0.0,0.0
2024-06-10 00:00:00-03:00,120769.0,121421.0,120540.0,120760.0,6568400,0.0,0.0
2024-06-07 00:00:00-03:00,122899.0,122899.0,120679.0,120767.0,9801200,0.0,0.0
2024-06-06 00:00:00-03:00,121408.0,123246.0,121377.0,122899.0,8404200,0.0,0.0
2024-06-05 00:00:00-03:00,121803.0,122170.0,121253.0,121407.0,8768700,0.0,0.0
2024-06-04 00:00:00-03:00,122032.0,122032.0,120878.0,121802.0,8529300,0.0,0.0
2024-06-03 00:00:00-03:00,122100.0,122495.0,121496.0,122032.0,8428100,0.0,0.0
2024-05-31 00:00:00-03:00,122704.0,122837.0,121929.0,122098.0,15918600,0.0,0.0
2024-05-29 00:00:00-03:00,123780.0,123780.0,122458.0,122707.0,8257700,0.0,0.0
2024-05-28 00:00:00-03:00,124498.0,125392.0,123537.0,123780.0,9179800,0.0,0.0
2024-05-27 00:00:00-03:00,124297.0,124535.0,124081.0,124496.0,4327600,0.0,0.0
2024-05-24 00:00:00-03:00,124731.0,125257.0,124259.0,124306.0,9211500,0.0,0.0
2024-05-23 00:00:00-03:00,125650.0,125665.0,124431.0,124729.0,9985400,0.0,0.0
2024-05-22 00:00:00-03:00,127412.0,127412.0,125524.0,125650.0,12403500,0.0,0.0
2024-05-21 00:00:00-03:00,127754.0,128272.0,127205.0,127412.0,9138500,0.0,0.0
2024-05-20 00:00:00-03:00,128151.0,128730.0,127488.0,127751.0,9340300,0.0,0.0
2024-05-17 00:00:00-03:00,128280.0,128464.0,127696.0,128151.0,10262600,0.0,0.0
2024-05-16 00:00:00-03:00,128029.0,128965.0,127922.0,128284.0,9852200,0.0,0.0
2024-05-15 00:00:00-03:00,128514.0,128646.0,127029.0,128028.0,10855600,0.0,0.0
2024-05-14 00:00:00-03:00,128155.0,128965.0,127962.0,128515.0,11886800,0.0,0.0
2024-05-13 00:00:00-03:00,127600.0,128669.0,127599.0,128155.0,8917300,0.0,0.0
2024-05-10 00:00:00-03:00,128188.0,129022.0,127467.0,127600.0,12574200,0.0,0.0
2024-05-09 00:00:00-03:00,129468.0,129468.0,127376.0,128188.0,13369000,0.0,0.0
2024-05-08 00:00:00-03:00,129210.0,129564.0,128048.0,129481.0,9788900,0.0,0.0
2024-05-07 00:00:00-03:00,128466.0,129745.0,128464.0,129210.0,10177500,0.0,0.0
2024-05-06 00:00:00-03:00,128506.0,129181.0,128294.0,128466.0,8779100,0.0,0.0
2024-05-03 00:00:00-03:00,127130.0,128787.0,127130.0,128509.0,12799200,0.0,0.0
2024-05-02 00:00:00-03:00,125926.0,127670.0,125926.0,127122.0,11547800,0.0,0.0
2024-04-30 00:00:00-03:00,127352.0,127352.0,125856.0,125924.0,10889600,0.0,0.0
2024-04-29 00:00:00-03:00,126527.0,127352.0,126467.0,127352.0,8385100,0.0,0.0
2024-04-26 00:00:00-03:00,124651.0,126826.0,124651.0,126526.0,8900000,0.0,0.0
2024-04-25 00:00:00-03:00,124718.0,124732.0,123703.0,124646.0,10093100,0.0,0.0
2024-04-24 00:00:00-03:00,125149.0,125473.0,124556.0,124741.0,10526300,0.0,0.0
2024-04-23 00:00:00-03:00,125572.0,125826.0,124310.0,125148.0,11257800,0.0,0.0
2024-04-22 00:00:00-03:00,125124.0,126081.0,124633.0,125573.0,10264100,0.0,0.0
2024-04-19 00:00:00-03:00,124197.0,125509.0,124056.0,125124.0,13604100,0.0,0.0
2024-04-18 00:00:00-03:00,124171.0,125140.0,123397.0,124196.0,10662400,0.0,0.0
2024-04-17 00:00:00-03:00,124389.0,125301.0,123642.0,124171.0,11370900,0.0,0.0
2024-04-16 00:00:00-03:00,125316.0,125316.0,123756.0,124389.0,14009800,0.0,0.0
2024-04-15 00:00:00-03:00,125946.0,126250.0,125034.0,125334.0,13504500,0.0,0.0
2024-04-12 00:00:00-03:00,127396.0,127640.0,125635.0,125946.0,10246600,0.0,0.0
2024-04-11 00:00:00-03:00,128051.0,128051.0,127069.0,127396.0,8882900,0.0,0.0
2024-04-10 00:00:00-03:00,129872.0,129872.0,127732.0,128054.0,10451800,0.0,0.0
2024-04-09 00:00:00-03:00,128858.0,129956.0,128826.0,129890.0,8489700,0.0,0.0
2024-04-08 00:00:00-03:00,126796.0,129178.0,126796.0,128857.0,8128300,0.0,0.0
2024-04-05 00:00:00-03:00,127422.0,127432.0,126394.0,126795.0,9101300,0.0,0.0
2024-04-04 00:00:00-03:00,127313.0,129627.0,127178.0,127428.0,13229200,0.0,0.0
2024-04-03 00:00:00-03:00,127546.0,127694.0,126181.0,127318.0,11032700,0.0,0.0
2024-04-02 00:00:00-03:00,126990.0,127654.0,126669.0,127549.0,9073600,0.0,0.0
2024-04-01 00:00:00-03:00,128106.0,128659.0,126772.0,126990.0,9372600,0.0,0.0
2024-03-28 00:00:00-03:00,127689.0,128364.0,127270.0,128106.0,9943400,0.0,0.0
2024-03-27 00:00:00-03:00,126863.0,127756.0,126223.0,127691.0,9918200,0.0,0.0
2024-03-26 00:00:00-03:00,126931.0,127193.0,126591.0,126863.0,9435700,0.0,0.0
2024-03-25 00:00:00-03:00,127027.0,127224.0,126750.0,126931.0,8060500,0.0,0.0
2024-03-22 00:00:00-03:00,128159.0,128159.0,126879.0,127027.0,9367800,0.0,0.0
2024-03-21 00:00:00-03:00,129125.0,129556.0,128093.0,128159.0,9570800,0.0,0.0
2024-03-20 00:00:00-03:00,127534.0,129210.0,127349.0,129125.0,10819300,0.0,0.0
2024-03-19 00:00:00-03:00,126955.0,128000.0,126955.0,127529.0,11184800,0.0,0.0
2024-03-18 00:00:00-03:00,126758.0,127540.0,126272.0,126954.0,10512100,0.0,0.0
2024-03-15 00:00:00-03:00,127682.0,127957.0,126502.0,126742.0,14992400,0.0,0.0
2024-03-14 00:00:00-03:00,127992.0,128256.0,127192.0,127690.0,9292600,0.0,0.0
2024-03-13 00:00:00-03:00,127668.0,128530.0,127439.0,128006.0,8837200,0.0,0.0
2024-03-12 00:00:00-03:00,126124.0,128039.0,126121.0,127668.0,9483700,0.0,0.0
2024-03-11 00:00:00-03:00,127068.0,127068.0,126065.0,126124.0,8899100,0.0,0.0
2024-03-08 00:00:00-03:00,128335.0,128338.0,125802.0,127071.0,11937900,0.0,0.0
2024-03-07 00:00:00-03:00,128890.0,129188.0,128033.0,128340.0,7350000,0.0,0.0
2024-03-06 00:00:00-03:00,128099.0,129323.0,128099.0,128890.0,11057900,0.0,0.0
2024-03-05 00:00:00-03:00,128336.0,128989.0,127823.0,128098.0,9692200,0.0,0.0
2024-03-04 00:00:00-03:00,129176.0,129307.0,128278.0,128341.0,7967700,0.0,0.0
2024-03-01 00:00:00-03:00,129026.0,129716.0,128717.0,129180.0,9765100,0.0,0.0
2024-02-29 00:00:00-03:00,130155.0,130155.0,128669.0,129020.0,12003100,0.0,0.0
2024-02-28 00:00:00-03:00,131685.0,131685.0,129771.0,130155.0,9045600,0.0,0.0
2024-02-27 00:00:00-03:00,129613.0,131696.0,129613.0,131689.0,10049000,0.0,0.0
2024-02-26 00:00:00-03:00,129417.0,129978.0,129077.0,129609.0,7436900,0.0,0.0
2024-02-23 00:00:00-03:00,130240.0,130624.0,129077.0,129419.0,9230300,0.0,0.0
2024-02-22 00:00:00-03:00,130035.0,130829.0,129971.0,130241.0,10771700,0.0,0.0
2024-02-21 00:00:00-03:00,129916.0,130034.0,129359.0,130032.0,12585700,0.0,0.0
2024-02-20 00:00:00-03:00,129033.0,129916.0,128326.0,129916.0,12237000,0.0,0.0
2024-02-19 00:00:00-03:00,128720.0,129036.0,128097.0,129036.0,5799100,0.0,0.0
2024-02-16 00:00:00-03:00,127809.0,129069.0,127653.0,128726.0,10119100,0.0,0.0
2024-02-15 00:00:00-03:00,127018.0,127824.0,126932.0,127804.0,10980100,0.0,0.0
2024-02-14 00:00:00-03:00,128026.0,128026.0,126663.0,127018.0,7748300,0.0,0.0
2024-02-09 00:00:00-03:00,128216.0,128896.0,127579.0,128026.0,12115800,0.0,0.0
2024-02-08 00:00:00-03:00,129950.0,130126.0,127912.0,128217.0,13634900,0.0,0.0
2024-02-07 00:00:00-03:00,130412.0,130552.0,129518.0,129608.0,15425400,0.0,0.0
2024-02-06 00:00:00-03:00,127593.0,130417.0,127593.0,130416.0,13780300,0.0,0.0
2024-02-05 00:00:00-03:00,127182.0,127834.0,126443.0,127593.0,9637200,0.0,0.0
2024-02-02 00:00:00-03:00,128471.0,128878.0,126628.0,127182.0,10982800,0.0,0.0
2024-02-01 00:00:00-03:00,127752.0,128481.0,127284.0,128481.0,10226400,0.0,0.0
2024-01-31 00:00:00-03:00,127402.0,129558.0,127326.0,127752.0,12495200,0.0,0.0
2024-01-30 00:00:00-03:00,128492.0,128492.0,127105.0,127402.0,10037400,0.0,0.0
2024-01-29 00:00:00-03:00,128970.0,129068.0,127853.0,128503.0,8764500,0.0,0.0
2024-01-26 00:00:00-03:00,128196.0,129252.0,127869.0,128967.0,8508000,0.0,0.0
2024-01-25 00:00:00-03:00,127815.0,128697.0,127803.0,128169.0,8757600,0.0,0.0
2024-01-24 00:00:00-03:00,128275.0,129446.0,127680.0,127816.0,8823800,0.0,0.0
2024-01-23 00:00:00-03:00,126612.0,128331.0,126612.0,128263.0,9366100,0.0,0.0
2024-01-22 00:00:00-03:00,127636.0,127843.0,125876.0,126602.0,9509100,0.0,0.0
2024-01-19 00:00:00-03:00,127319.0,127820.0,126533.0,127636.0,11956900,0.0,0.0
2024-01-18 00:00:00-03:00,128524.0,129047.0,127316.0,127316.0,12460800,0.0,0.0
2024-01-17 00:00:00-03:00,129293.0,129296.0,128312.0,128524.0,9952500,0.0,0.0
2024-01-16 00:00:00-03:00,131515.0,131517.0,129147.0,129294.0,11911300,0.0,0.0
2024-01-15 00:00:00-03:00,130988.0,131606.0,130253.0,131521.0,5746600,0.0,0.0
2024-01-12 00:00:00-03:00,130652.0,131927.0,130410.0,130988.0,10661900,0.0,0.0
2024-01-11 00:00:00-03:00,130841.0,131308.0,129898.0,130649.0,9761700,0.0,0.0
2024-01-10 00:00:00-03:00,131447.0,131628.0,130438.0,130841.0,8958400,0.0,0.0
2024-01-09 00:00:00-03:00,132424.0,132426.0,131203.0,131447.0,9287500,0.0,0.0
2024-01-08 00:00:00-03:00,132023.0,132498.0,131015.0,132427.0,8497500,0.0,0.0
2024-01-05 00:00:00-03:00,131218.0,132635.0,130579.0,132023.0,9199700,0.0,0.0
2024-01-04 00:00:00-03:00,132831.0,132885.0,131024.0,131226.0,8972300,0.0,0.0
2024-01-03 00:00:00-03:00,132697.0,133576.0,132250.0,132834.0,8702400,0.0,0.0
2024-01-02 00:00:00-03:00,134186.0,134195.0,132095.0,132697.0,8437800,0.0,0.0
2023-12-28 00:00:00-03:00,134194.0,134392.0,133832.0,134185.0,7812700,0.0,0.0
2023-12-27 00:00:00-03:00,133523.0,134195.0,133328.0,134194.0,6168200,0.0,0.0
2023-12-26 00:00:00-03:00,132753.0,133645.0,132753.0,133533.0,0,0.0,0.0
2023-12-22 00:00:00-03:00,132553.0,133035.0,132094.0,132753.0,8231100,0.0,0.0
2023-12-21 00:00:00-03:00,130826.0,132277.0,130822.0,132182.0,8681000,0.0,0.0
2023-12-20 00:00:00-03:00,131851.0,132341.0,130710.0,130804.0,10335800,0.0,0.0
2023-12-19 00:00:00-03:00,131088.0,132047.0,131086.0,131851.0,9429700,0.0,0.0
2023-12-18 00:00:00-03:00,130202.0,131447.0,130198.0,131084.0,9604400,0.0,0.0
2023-12-15 00:00:00-03:00,130842.0,131661.0,129884.0,130197.0,15141000,0.0,0.0
2023-12-14 00:00:00-03:00,129469.0,131260.0,129469.0,130842.0,15822800,0.0,0.0
2023-12-13 00:00:00-03:00,126406.0,129793.0,126299.0,129465.0,15066200,0.0,0.0
2023-12-12 00:00:00-03:00,126923.0,127359.0,126013.0,126403.0,10266500,0.0,0.0
2023-12-11 00:00:00-03:00,127093.0,127154.0,126526.0,126916.0,7091900,0.0,0.0
2023-12-08 00:00:00-03:00,126010.0,127289.0,125562.0,127094.0,10745300,0.0,0.0
2023-12-07 00:00:00-03:00,125623.0,126581.0,125566.0,126010.0,10505300,0.0,0.0
2023-12-06 00:00:00-03:00,126907.0,127538.0,125614.0,125623.0,10837300,0.0,0.0
2023-12-05 00:00:00-03:00,126802.0,127489.0,126491.0,126903.0,11960300,0.0,0.0
2023-12-04 00:00:00-03:00,128183.0,128183.0,126643.0,126803.0,10270500,0.0,0.0
2023-12-01 00:00:00-03:00,127331.0,128165.0,126656.0,128103.0,13696500,0.0,0.0
2023-11-30 00:00:00-03:00,126168.0,127399.0,126168.0,127331.0,19238400,0.0,0.0
2023-11-29 00:00:00-03:00,126541.0,127388.0,126018.0,126101.0,12417500,0.0,0.0
2023-11-28 00:00:00-03:00,125726.0,126916.0,125388.0,126538.0,12394200,0.0,0.0
2023-11-27 00:00:00-03:00,125517.0,125826.0,124840.0,125683.0,11013800,0.0,0.0
2023-11-24 00:00:00-03:00,126553.0,126553.0,125341.0,125542.0,9613100,0.0,0.0
2023-11-23 00:00:00-03:00,126035.0,126760.0,125764.0,126576.0,7816400,0.0,0.0
2023-11-22 00:00:00-03:00,125626.0,126875.0,125439.0,126035.0,14058500,0.0,0.0
2023-11-21 00:00:00-03:00,125957.0,125957.0,125060.0,125607.0,10793500,0.0,0.0
2023-11-20 00:00:00-03:00,124773.0,126162.0,124773.0,126095.0,11108500,0.0,0.0
2023-11-17 00:00:00-03:00,124639.0,125431.0,124547.0,125062.0,15719100,0.0,0.0
2023-11-16 00:00:00-03:00,123165.0,124737.0,123165.0,124576.0,18355600,0.0,0.0
2023-11-14 00:00:00-03:00,120411.0,123370.0,120411.0,123328.0,19427900,0.0,0.0
2023-11-13 00:00:00-03:00,120561.0,120606.0,119878.0,120376.0,11198000,0.0,0.0
2023-11-10 00:00:00-03:00,119036.0,120823.0,119036.0,120636.0,0,0.0,0.0
2023-11-09 00:00:00-03:00,119180.0,120257.0,118446.0,119012.0,15568300,0.0,0.0
2023-11-08 00:00:00-03:00,119268.0,119976.0,118464.0,119099.0,15193500,0.0,0.0
2023-11-07 00:00:00-03:00,118422.0,119577.0,118026.0,119268.0,16393100,0.0,0.0
2023-11-06 00:00:00-03:00,118160.0,118758.0,118045.0,118487.0,10167700,0.0,0.0
2023-11-03 00:00:00-03:00,115062.0,118502.0,115062.0,118160.0,15714000,0.0,0.0
2023-11-01 00:00:00-03:00,113157.0,115433.0,113157.0,115053.0,13904100,0.0,0.0
2023-10-31 00:00:00-03:00,112534.0,113597.0,112098.0,113144.0,10557400,0.0,0.0
2023-10-30 00:00:00-03:00,113303.0,114204.0,112309.0,112532.0,9741800,0.0,0.0
2023-10-27 00:00:00-03:00,114777.0,115342.0,112953.0,113301.0,12289500,0.0,0.0
2023-10-26 00:00:00-03:00,112840.0,114886.0,112840.0,114777.0,12770600,0.0,0.0
2023-10-25 00:00:00-03:00,113762.0,114319.0,112680.0,112830.0,12306500,0.0,0.0
2023-10-24 00:00:00-03:00,112814.0,114249.0,112814.0,113762.0,10711800,0.0,0.0
2023-10-23 00:00:00-03:00,113145.0,113680.0,112164.0,112785.0,10701800,0.0,0.0
2023-10-20 00:00:00-03:00,113996.0,114090.0,112533.0,113155.0,0,0.0,0.0
2023-10-19 00:00:00-03:00,114059.0,115063.0,113768.0,114004.0,11497600,0.0,0.0
2023-10-18 00:00:00-03:00,115907.0,115907.0,113952.0,114060.0,15492200,0.0,0.0
2023-10-17 00:00:00-03:00,116526.0,116917.0,115564.0,115908.0,10371700,0.0,0.0
2023-10-16 00:00:00-03:00,115760.0,116905.0,115760.0,116534.0,8989900,0.0,0.0
2023-10-13 00:00:00-03:00,117050.0,117070.0,115658.0,115754.0,10609300,0.0,0.0
2023-10-11 00:00:00-03:00,116737.0,117099.0,116231.0,117051.0,9949800,0.0,0.0
2023-10-10 00:00:00-03:00,115158.0,116900.0,115158.0,116737.0,11621500,0.0,0.0
2023-10-09 00:00:00-03:00,114169.0,115219.0,113448.0,115156.0,9474400,0.0,0.0
2023-10-06 00:00:00-03:00,113283.0,114491.0,111599.0,114170.0,13138200,0.0,0.0
2023-10-05 00:00:00-03:00,113609.0,114359.0,112705.0,113284.0,9507200,0.0,0.0
2023-10-04 00:00:00-03:00,113430.0,114075.0,113036.0,113607.0,10813800,0.0,0.0
2023-10-03 00:00:00-03:00,115055.0,115056.0,113151.0,113419.0,11104800,0.0,0.0
2023-10-02 00:00:00-03:00,116565.0,116672.0,114761.0,115057.0,8524900,0.0,0.0
2023-09-29 00:00:00-03:00,115742.0,116899.0,115742.0,116565.0,11143200,0.0,0.0
2023-09-28 00:00:00-03:00,114875.0,115954.0,114811.0,115731.0,10387000,0.0,0.0
2023-09-27 00:00:00-03:00,114194.0,115340.0,113366.0,114327.0,13359300,0.0,0.0
2023-09-26 00:00:00-03:00,115922.0,115922.0,114162.0,114193.0,11241800,0.0,0.0
2023-09-25 00:00:00-03:00,116009.0,116031.0,115573.0,115925.0,9580000,0.0,0.0
2023-09-22 00:00:00-03:00,116147.0,116968.0,115855.0,116009.0,9443500,0.0,0.0
2023-09-21 00:00:00-03:00,118695.0,118695.0,116013.0,116145.0,12685800,0.0,0.0
2023-09-20 00:00:00-03:00,117864.0,119616.0,117847.0,118695.0,9238800,0.0,0.0
2023-09-19 00:00:00-03:00,118293.0,118458.0,117628.0,117846.0,11453800,0.0,0.0
2023-09-18 00:00:00-03:00,118759.0,119486.0,118123.0,118288.0,11273100,0.0,0.0
2023-09-15 00:00:00-03:00,119393.0,119780.0,118666.0,118758.0,16107600,0.0,0.0
2023-09-14 00:00:00-03:00,118181.0,119748.0,118181.0,119392.0,13279300,0.0,0.0
2023-09-13 00:00:00-03:00,117968.0,119318.0,117722.0,118176.0,12075300,0.0,0.0
2023-09-12 00:00:00-03:00,116885.0,118154.0,116885.0,117968.0,9192800,0.0,0.0
2023-09-11 00:00:00-03:00,115316.0,117131.0,115316.0,116883.0,8789000,0.0,0.0
2023-09-08 00:00:00-03:00,115979.0,115979.0,114839.0,115313.0,8360700,0.0,0.0
2023-09-06 00:00:00-03:00,117331.0,117971.0,115984.0,115985.0,9916100,0.0,0.0
2023-09-05 00:00:00-03:00,117776.0,117957.0,116637.0,117331.0,10870700,0.0,0.0
2023-09-04 00:00:00-03:00,117893.0,118576.0,117590.0,117777.0,5529700,0.0,0.0
2023-09-01 00:00:00-03:00,115744.0,117991.0,115744.0,117893.0,11890700,0.0,0.0
2023-08-31 00:00:00-03:00,117537.0,117637.0,115742.0,115742.0,12950000,0.0,0.0
2023-08-30 00:00:00-03:00,118404.0,118841.0,117471.0,117535.0,8924000,0.0,0.0
2023-08-29 00:00:00-03:00,117124.0,118493.0,117124.0,118404.0,9631600,0.0,0.0
2023-08-28 00:00:00-03:00,115838.0,117253.0,115836.0,117121.0,9596900,0.0,0.0
2023-08-25 00:00:00-03:00,117025.0,117252.0,115397.0,115837.0,9214100,0.0,0.0
2023-08-24 00:00:00-03:00,118135.0,118136.0,116848.0,117026.0,9196200,0.0,0.0
2023-08-23 00:00:00-03:00,116160.0,118135.0,116159.0,118135.0,11542800,0.0,0.0
2023-08-22 00:00:00-03:00,114433.0,116286.0,114433.0,116156.0,9828500,0.0,0.0
2023-08-21 00:00:00-03:00,115404.0,115425.0,114067.0,114429.0,9794400,0.0,0.0
2023-08-18 00:00:00-03:00,114973.0,115729.0,114423.0,115409.0,10601000,0.0,0.0
2023-08-17 00:00:00-03:00,115592.0,116610.0,114859.0,114982.0,12747500,0.0,0.0
2023-08-16 00:00:00-03:00,116171.0,117338.0,115534.0,115592.0,18862600,0.0,0.0
2023-08-15 00:00:00-03:00,116809.0,117697.0,116033.0,116171.0,14636000,0.0,0.0
2023-08-14 00:00:00-03:00,118067.0,118082.0,116530.0,116810.0,11203500,0.0,0.0
2023-08-11 00:00:00-03:00,118350.0,119054.0,117415.0,118065.0,11867500,0.0,0.0
2023-08-10 00:00:00-03:00,118412.0,119438.0,118113.0,118350.0,12689600,0.0,0.0
2023-08-09 00:00:00-03:00,119090.0,119090.0,117901.0,118409.0,11245600,0.0,0.0
2023-08-08 00:00:00-03:00,119378.0,119553.0,117492.0,119090.0,10246000,0.0,0.0
2023-08-07 00:00:00-03:00,119509.0,120104.0,118894.0,119380.0,8726500,0.0,0.0
2023-08-04 00:00:00-03:00,120586.0,121442.0,119215.0,119508.0,15065200,0.0,0.0
2023-08-03 00:00:00-03:00,120859.0,122619.0,120365.0,120586.0,13027300,0.0,0.0
2023-08-02 00:00:00-03:00,121249.0,121252.0,119798.0,120859.0,10565900,0.0,0.0
2023-08-01 00:00:00-03:00,121945.0,121945.0,120154.0,121248.0,10302800,0.0,0.0
